Compound_Name,Type,Project_Name,Location,Developer,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery.1,URL
Telal East in New Cairo by Roya Developments,Office,Telal East,New Cairo,Roya Developments,48,"$11,007,000.00",62438.00,3,2,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,242,"$10,350,000.00",64956.00,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,229,"$10,510,000.00",108088.00,4,5,2029,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/108088-Townhouse-for-sale-in-Prive%20-%20Telal%20East-with-7-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,219,"$16,700,000.00",109265.00,4,4,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109265-Townhouse-for-sale-in-Prive%20-%20Telal%20East-with-7-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,205,"$14,124,000.00",74210.00,3,3,2027,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/74210-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,262,"$10,250,000.00",74825.00,3,4,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/74825-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,245,"$10,200,000.00",78177.00,4,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78177-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,245,"$18,215,824.00",80878.00,3,4,2028,semi-finished,2028-02-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/80878-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,255,"$16,285,300.00",87231.00,3,4,2030,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/87231-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,205,"$19,926,000.00",93215.00,3,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/93215-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,205,"$19,066,782.00",97073.00,3,4,2027,not finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/97073-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,205,"$17,333,671.99",105380.00,3,4,2028,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/105380-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,205,"$80,000,000.00",14527.00,4,4,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,900,"$69,798,646.23",16177.00,9,9,Delivered,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,600,"$9,250,000.00",23564.00,4,5,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,350,"$27,143,917.98",39193.00,4,5,Delivered,Furnished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,185,"$14,347,499.50",53850.00,3,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,183,"$23,109,654.45",55349.00,3,3,Delivered,semi-finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,145,"$13,560,000.00",62215.00,2,3,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,Telal East,New Cairo,Roya Developments,48,"$15,726,000.00",62438.00,3,2,2027,not finished,2028-09-30T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,242,"$10,540,000.00",64956.00,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,472,"$10,811,712.00",107860.00,6,9,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/107860-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,354,"$9,980,000.00",108086.00,4,6,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/108086-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,233,"$12,000,000.00",57144.00,3,3,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/57144-garden-villa-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,253,"$19,066,782.00",109262.00,4,4,2029,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109262-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,300,"$23,266,215.41",109263.00,4,5,2029,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109263-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,453,"$80,000,000.00",109264.00,5,6,2029,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109264-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,295,"$22,878,445.15",78042.00,3,4,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78042-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,295,"$9,250,000.00",78050.00,3,4,2027,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78050-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,295,"$22,878,445.15",79922.00,3,3,2027,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/79922-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,300,"$23,266,215.41",80125.00,3,4,2026,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/80125-standalone-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,300,"$23,266,215.41",87648.00,4,5,Delivered,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/87648-standalone-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,310,"$13,560,000.00",110483.00,3,4,2027,semi-finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/110483-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,205,"$16,200,000.00",14527.00,4,4,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,900,"$16,060,000.00",16177.00,9,9,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,600,"$17,025,500.00",23564.00,4,5,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,350,"$19,066,782.00",39193.00,4,5,Delivered,Furnished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,185,"$14,347,499.50",53850.00,3,3,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,183,"$80,000,000.00",55349.00,3,3,Delivered,semi-finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,145,"$18,310,928.39",62215.00,2,3,Delivered,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,Telal East,New Cairo,Roya Developments,48,"$9,250,000.00",62438.00,3,2,2027,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,242,"$18,768,080.43",64956.00,2,3,2026,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$16,268,303.90",51601.00,3,3,2027,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/51601-duplex-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,287,"$20,038,640.43",56032.00,3,3,2026,semi-finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/56032-sky-villa-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,282,"$13,560,000.00",56034.00,3,3,2026,semi-finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/56034-sky-villa-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,282,"$17,699,430.00",61795.00,4,4,2027,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/61795-ivilla-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$19,800,000.00",61814.00,3,3,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/61814-ivilla-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,310,"$19,066,782.00",62084.00,3,3,2027,not finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/62084-sky-villa-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,287,"$20,038,640.43",62674.00,3,4,2027,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/62674-sky-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,289,"$80,000,000.00",63738.00,3,4,2027,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/63738-duplex-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,280,"$19,549,893.10",65733.00,3,3,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/65733-sky-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$9,250,000.00",70186.00,3,4,2027,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/70186-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$16,268,303.90",73394.00,3,4,2028,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/73394-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$16,268,303.90",75226.00,3,3,2028,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/75226-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,205,"$25,887,864.28",14527.00,4,4,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,900,"$13,560,000.00",16177.00,9,9,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,600,"$75,000,000.00",23564.00,4,5,Delivered,Finished,2024-07-14T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,350,"$51,500,000.00",39193.00,4,5,Delivered,Furnished,2024-10-10T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,185,"$70,000,000.00",53850.00,3,3,Delivered,Finished,2024-10-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,183,"$19,066,782.00",55349.00,3,3,Delivered,semi-finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,145,"$18,310,928.39",62215.00,2,3,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,Telal East,New Cairo,Roya Developments,48,"$80,000,000.00",62438.00,3,2,2027,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,242,"$18,768,080.43",64956.00,2,3,2026,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,310,"$9,250,000.00",75474.00,4,4,2027,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/75474-sky-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,234,"$16,338,124.95",75608.00,3,3,2027,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/75608-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$16,268,303.90",77363.00,4,4,2027,semi-finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/77363-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,310,"$21,644,524.50",77831.00,4,5,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/77831-sky-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,330,"$13,560,000.00",78496.00,3,3,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78496-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$19,066,782.00",79710.00,3,3,2027,semi-finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/79710-duplex-for-sale-in-telal-east
