Compound_Name,Type,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery,URL
ZED East in 6th settlement by Ora Developers,Office,168,17516700,79706,N/A,N/A,2028,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79706-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,146,11000000,79707,N/A,N/A,2028,not finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79707-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,147,7123750,79709,N/A,N/A,2028,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79709-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,147,39566842,79711,N/A,N/A,2028,not finished,2024-03-26T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79711-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,135,8189600,79712,N/A,N/A,2028,not finished,2025-09-30T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79712-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,104,8990000,79713,N/A,N/A,2028,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79713-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,104,11205000,79782,2,2,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79782-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,153,18021000,80694,1,1,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/80694-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,205,13199434,14527,4,4,Delivered,Finished,2026-11-25T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,19926000,16177,9,9,Delivered,Finished,2027-11-25T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,19663000,23564,4,5,Delivered,Finished,2027-08-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,21364581,39193,4,5,Delivered,Furnished,2025-01-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
ZED East in 6th settlement by Ora Developers,Office,86,None,81154,N/A,N/A,2027,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/81154-office-for-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,132,None,82151,2,3,2026,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/82151-apartment-for-sale-at-zed-east
ZED East in 6th settlement by Ora Developers,Twinhouse,266,None,82440,3,3,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/82440-twinhouse-for-sale-at-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,132,13560000,82535,2,2,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/82535-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Townhouse,220,7750000,82905,3,3,Delivered,Finished,2027-09-01T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/82905-twinhouse-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,175,9382000,83355,3,3,2027,Finished,2025-01-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/83355-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Townhouse,223,8300000,83436,3,3,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/83436-townhouse-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,128,19525001,83476,2,2,2026,Finished,2027-12-30T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/83476-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,179,18827230,83514,3,3,2027,not finished,2024-03-26T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/83514-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Duplex,185,7668836,84359,3,3,2026,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/84359-dupelx-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,127,13300000,85131,2,3,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/85131-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,85,13200000,85418,1,2,2026,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/85418-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,205,5950000,14527,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,12661625,16177,9,9,Delivered,Finished,2026-12-01T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,19020700,23564,4,5,Delivered,Finished,2028-12-01T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,9066070,39193,4,5,Delivered,Furnished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
ZED East in 6th settlement by Ora Developers,Apartment,76,None,85703,1,1,2027,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/85703-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Duplex,200,None,86026,3,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/86026-duplex-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,150,None,87257,2,3,2027,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/87257-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Duplex,248,13560000,88035,4,4,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/88035-duplex-for-sale-at-zed-east
ZED East in 6th settlement by Ora Developers,Duplex,248,12043750,88154,3,4,2026,Finished,2026-08-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/88154-duplex-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Duplex,248,74282504,88338,3,3,2027,Finished,2024-08-12T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/88338-duplex-for-sale-at-zed-east
ZED East in 6th settlement by Ora Developers,Office,108,14288000,88732,N/A,N/A,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/88732-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,96,14500000,89390,N/A,N/A,2027,not finished,2026-12-01T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/89390-retail-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,165,6968000,90137,3,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/90137-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,75,18478000,90319,1,1,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/90319-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Duplex,217,6554000,91384,3,3,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/91384-duplex-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,104,11327668,94961,2,2,2026,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/94961-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,205,21107825,14527,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,20911025,16177,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,18260604,23564,4,5,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,18450000,39193,4,5,Delivered,Furnished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
ZED East in 6th settlement by Ora Developers,Apartment,177,None,95423,3,3,2027,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/95423-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,139,None,95880,3,2,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/95880-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,106,None,98105,2,2,2026,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/98105-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,201,13560000,99082,3,3,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/99082-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,106,11500000,99596,2,2,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/99596-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,139,12553000,102061,3,2,2026,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/102061-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,143,6500000,105013,2,3,2026,Finished,2025-05-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/105013-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,108,38000000,108672,N/A,N/A,2028,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/108672-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,166,8700000,108878,3,3,2026,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/108878-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Retail,144,19249000,108931,N/A,N/A,2027,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/108931-retail-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,201,7585000,109591,3,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/109591-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,139,8177514,110774,3,2,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/110774-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,205,8124150,14527,4,4,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,5800000,16177,9,9,Delivered,Finished,2026-01-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,19066782,23564,4,5,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,None,39193,4,5,Delivered,Furnished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,80000000,53850,3,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,9250000,62215,2,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,None,64956,2,3,2026,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
